Name,EGFP,EGFP,DAPI,DAPI,MitoTracker Red CMXRos,MitoTracker Red CMXRos,mCitrine,mCitrine
Spectrum Type,Ab,Em,Ab,Em,Ab,Em,Ab,Em
Quantum Yield,,0.6,,,,,,
Extinction Coefficient,,"56,000",,,,,,
509,0.313643924,0.999375945,0,0.5751877,0.07756931,0,0.808559927,0.099765206
510,0.274675839,0.999907379,0,0.5579665,0.0807897,0,0.854523405,0.123168021
511,0.237581387,1,0,0.5503892,0.0858303,0,0.898904825,0.152906144
512,0.204212245,0.988874051,0,0.5383344,0.0900308,0,0.937198348,0.186539408
513,0.174652391,0.969557186,0,0.5308604,0.09479137,0,0.969032736,0.226584976
514,0.146882061,0.940587204,0,0.5190122,0.1022123,0,0.990077985,0.27205142
515,0.122856297,0.905958969,0,0.5106771,0.108233,0,1,0.322321856
516,0.101471049,0.871097662,0,0.5023765,0.1148138,0,0.995924914,0.381014164
517,0.083825878,0.834480345,0,0.4879796,0.124615,0,0.976825531,0.443189459
518,0.068615568,0.793440739,0,0.4807123,0.1318958,0,0.943994204,0.51219269
519,0.055344832,0.750855495,0,0.4725494,0.1395967,0,0.897537827,0.580952331
520,0.045377604,0.714860184,0,0.4587036,0.1507981,0,0.841560838,0.647161728
521,0.036223206,0.680209021,0,0.4538472,0.1590591,0,0.776019392,0.715293194
522,0.030698412,0.650413569,0,0.4434456,0.1677401,0,0.706165651,0.780843237
523,0.025678225,0.620777321,0,0.4291176,0.1802016,0,0.633284901,0.838011056
524,0.021170551,0.596643615,0,0.4212992,0.1894427,0,0.561833294,0.890265724
525,0.017805396,0.569841655,0,0.4140663,0.1985438,0,0.491540238,0.931190276
526,0.015738281,0.54700723,0,0.4081766,0.2112854,0,0.425619538,0.966095643
527,0.013806286,0.527545891,0,0.397224,0.2202464,0,0.365517639,0.987359711
528,0.012246996,0.508442967,0,0.3913687,0.2290675,0,0.310369161,0.998987175
529,0.010902367,0.490018,0,0.3817937,0.2405489,0,0.261784992,0.999998031
530,0.009269304,0.473268038,0,0.3725977,0.2483898,0,0.21950532,1
531,0.008295067,0.46355631,0,0.3678791,0.2555307,0,0.181757521,0.983227675
532,0.007330896,0.450444848,0,0.3556175,0.2643517,0,0.149665711,0.962196628
533,0.006389589,0.439274562,0,0.3476269,0.2699524,0,0.123370065,0.941308021
534,0.005896442,0.429594189,0,0.3382552,0.274713,0,0.100841343,0.909538275
535,0.005122708,0.422103097,0,0.331873,0.2801736,0,0.082135617,0.878258204
536,0.005449015,0.410486786,0,0.3235517,0.283114,0,0.067486293,0.846749049
537,0.005155777,0.401415664,0,0.3167321,0.2852142,0,0.055209875,0.812557845
538,0.004833306,0.394202587,0,0.3127299,0.2870344,0,0.045062844,0.778205167
539,0.00469762,0.386675736,0,0.3024075,0.2874545,0,0.036720045,0.743022143
540,0.004408618,0.380988938,0,0.2993456,0.2875945,0,0.030690892,0.710146364
541,0.005043051,0.369266113,0,0.2904732,0.2871745,0,0.025686693,0.681093457
542,0.005630418,0.362080442,0,0.2868396,0.2866144,0,0.021496622,0.650403686
543,0.005326552,0.358287219,0,0.275942,0.2860543,0,0.018387703,0.620525094
544,0.005440591,0.347589074,0,0.2709237,0.2857743,0,0.015188639,0.59485829
545,0.005321039,0.339329983,0,0.2654268,0.2857743,0,0.012585759,0.567581929
546,0.004563535,0.329511817,0,0.2582489,0.2863344,0,0.010700707,0.546573725
547,0.005767327,0.32225782,0,0.2499311,0.2882946,0,0.009235582,0.521916333
548,0.005713551,0.312011014,0,0.2481091,0.2908149,0,0.008081655,0.502708765
549,0.006130258,0.301515042,0,0.2377213,0.2941753,0,0.007263075,0.483992774
550,0.005890568,0.290791161,0,0.2349349,0.3013162,0,0.006311796,0.465629205
551,0.005032795,0.279572135,0,0.2300992,0.308177,0,0.004775207,0.452176621
552,0.004875394,0.267407384,0,0.2251567,0.316718,0,0.004610216,0.436949592
553,0.004310317,0.256421278,0,0.2202797,0.3311397,0,0.00323851,0.423846739
554,0.004392353,0.245052084,0,0.2131294,0.3431812,0,0.002903368,0.415207993
555,0.004243023,0.234442461,0,0.2082111,0.3569028,0,0.001941104,0.400877016
556,0.004370224,0.224292453,0,0.2033478,0.3783254,0,0.001577081,0.392874716
557,0.003974865,0.215584604,0,0.1996246,0.3958275,0,0.001274671,0.385713198
558,0.004609282,0.206783526,0,0.192123,0.4150098,0,0.001115794,0.376438992
559,0.00362951,0.195699712,0,0.1895089,0.4445533,0,0.001405436,0.371791289
560,0.005374943,0.186458911,0,0.1836261,0.4680762,0.0273104,0.001968607,0.363237416
561,0.004335452,0.180635534,0,0.1800475,0.4932792,0.03160743,0.001772283,0.355310996
562,0.003577347,0.17060692,0,0.1758111,0.5303836,0.0370854,0.001189217,0.347711266
563,0.003810221,0.161728178,0,0.1708342,0.5593671,0.04377981,0.001728733,0.342000194
564,0.003560436,0.15475045,0,0.1682717,0.5897508,0.05268612,0.001287285,0.334803691
565,0.00441336,0.148524398,0,0.1631708,0.633576,0.06029115,0.002158753,0.327094932
566,0.004972127,0.140647256,0,0.1584349,0.66648,0.06975537,0.002003254,0.318134551
567,0.004090457,0.134672724,0,0.1575325,0.700084,0.08098754,0.001210185,0.310925576
568,0.003718918,0.12834494,0,0.1514569,0.7467096,0.09209393,0.00060135,0.301833324
569,0.003419146,0.122386503,0,0.1487222,0.7805936,0.1070618,0.000854287,0.293802405
570,0.004225996,0.117315181,0,0.1439106,0.8136376,0.1241325,0.00128626,0.288009744
571,0.004117879,0.114275227,0,0.1393125,0.8574629,0.1436415,0.001246882,0.277397533
572,0.004653042,0.108028221,0,0.1340222,0.8875665,0.1639463,0.00086646,0.270760675
573,0.004044585,0.104114513,0,0.1318179,0.9154298,0.1875037,0.001046752,0.260215089
574,0.004136025,0.096890656,0,0.1292933,0.9490339,0.2120868,0.000696495,0.250364236
575,0.004549307,0.095890345,0,0.1244059,0.9687762,0.2402545,0.001430393,0.242660467
576,0.004749902,0.091988482,0,0.124027,0.9837581,0.270351,0.001744235,0.236181211
577,0.005268976,0.088259334,0,0.1199972,0.9966396,0.3018237,0.001651739,0.223054464
578,0.004275955,0.084274794,0,0.116863,1,0.337229,0.001272069,0.215298642
579,0.00464534,0.081309241,0,0.1127988,0.9983198,0.3791861,0.001772519,0.208634216
580,0.00379361,0.078659891,0,0.1096404,0.9871185,0.42182,0.001807195,0.199455057
581,0.004246693,0.075886618,0,0.1082042,0.9726968,0.4647874,0.001547859,0.191103815
582,0.004139389,0.073679163,0,0.1032031,0.9532344,0.5068338,0.001487645,0.184410441
583,0.00375071,0.071234711,0,0.09911139,0.9186502,0.5533508,0.000993282,0.175553969
584,0.004520392,0.068665987,0,0.09592892,0.8875665,0.5981365,0.001003605,0.167348644
585,0.004382716,0.065266305,0,0.09619757,0.8520023,0.6397123,0.00140926,0.160918487
586,0.004141836,0.064479479,0,0.09161673,0.7976757,0.6862639,0.001140346,0.154255242
587,0.004052332,0.063283654,0,0.09024247,0.7549706,0.7291089,0.001574873,0.147513033
588,0.00484356,0.059425345,0,0.08657781,0.7101653,0.7698895,0.002276862,0.141776231
589,0.004179352,0.059111116,0,0.08353654,0.6481378,0.8065532,0.001458427,0.135241247
590,0.004332495,0.055788568,0,0.08215196,0.6043125,0.8463905,0.001611156,0.130321859
591,0.004155802,0.054425197,0,0.08076737,0.5613274,0.8788129,0.001705342,0.124057377
592,0.003788515,0.052950612,0,0.07753668,0.5044806,0.9113882,0.00169836,0.119218989
593,0.004034953,0.050110515,0,0.07569057,0.4648558,0.9316145,0.001823055,0.114001728
594,0.004739497,0.049182176,0,0.07061376,0.4270512,0.9556228,0.00193116,0.109459376
595,0.004360486,0.047215749,0,0.07253564,0.3777654,0.9728701,0.001938736,0.106189784
596,0.003210921,0.046091971,0,0.06881587,0.3441613,0.9877072,0.00107477,0.100772648
597,0.003388741,0.044119061,0,0.06742095,0.3125175,0.9928863,0.000646243,0.097169998
598,0.003438499,0.04166811,0,0.06509609,0.2721927,1,0.000962825,0.093504072
599,0.003668278,0.040737213,0,0.06323621,0.2453094,0.9986795,0.001087262,0.089246007
600,0.003576481,0.038849051,0,0,0.2205265,0.9933184,0.001716347,0.087135419
601,0.002707094,0.036997808,0,0,0.1898628,0.9859708,0.000947656,0.083592305
602,0.003101354,0.036124928,0,0,0.1697004,0.97957,0.001227922,0.080986989
603,0.002981011,0.0355605,0,0,0.1512181,0.9634148,0.000672393,0.079411498
604,0.003289184,0.033609712,0,0,0.1286754,0.9472868,0.001773663,0.074251868
605,0.003109806,0.03243727,0,0,0.1139737,0.9278024,0.000523582,0.07187859
606,0.004028276,0.03247529,0,0,0.1008121,0.9030507,0.001418644,0.071506345
607,0.003945359,0.029620594,0,0,0.08485019,0.881119,0.001596445,0.067386387
608,0.00434157,0.028597895,0,0,0.07476897,0.8560522,0.001934711,0.065175554
609,0.003790604,0.027931272,0,0,0.06552786,0.8356976,0.002060358,0.064520854
610,0.004722766,0.027120911,0,0,0.05446653,0.8069112,0.002753975,0.062233919
611,0.003355486,0.025577225,0,0,0.0474657,0.7775636,0.002031667,0.059566113
612,0.004209224,0.025200605,0,0,0.04130496,0.7508653,0.002361905,0.057245071
613,0.003777612,0.024165789,0,0,0.03458415,0.7247457,0.002275994,0.056227763
614,0.004473223,0.022195756,0,0,0.03010361,0.6928863,0.002864011,0.053786698
615,0.004132253,0.022021013,0,0,0.02618314,0.6696169,0.002328028,0.05303829
616,0.003760085,0.022316581,0,0,0.0217026,0.6413509,0.002182673,0.051812175
617,0.003794069,0.020834306,0,0,0.01876225,0.6151736,0.002214371,0.050591219
618,0.004068336,0.019862564,0,0,0.01624195,0.5882475,0.002220016,0.047774365
619,0.004993455,0.018981021,0,0,0.01344161,0.5658764,0.002487514,0.046380494
620,0.004079397,0.017867037,0,0,0.01176141,0.5412579,0.002161911,0.045011723
621,0.004387814,0.01784745,0,0,0.01008121,0.5173606,0.002464017,0.043700742
622,0.002699613,0.01695461,0,0,0.008260992,0.4961269,0.001130178,0.042633955
623,0.004083984,0.017255501,0,0,0.007140857,0.4733025,0.002337504,0.040857356
624,0.002849334,0.015542355,0,0,0.006160739,0.4542019,0.001152288,0.039880456
625,0.00320089,0.015348936,0,0,0.005278238,0.4323182,0.001714769,0.03983527
626,0.002612755,0.015220048,0,0,0,0.4135091,0.001676272,0.037017917
627,0.003471146,0.014651581,0,0,0,0.3969736,0.001676667,0.035366015
628,0.003681524,0.014850162,0,0,0,0.3807311,0.001927806,0.035520879
629,0.003841659,0.014204333,0,0,0,0.3680841,0.001817374,0.033930508
630,0.004148258,0.013405573,0,0,0,0.3553859,0.002083801,0.032407182
631,0.003728751,0.013565504,0,0,0,0.3438933,0.002351402,0.031847476
632,0.004506573,0.012512119,0,0,0,0.3343645,0.003028606,0.030337652
633,0.003208986,0.012543724,0,0,0,0.3216505,0.002192541,0.02956889
634,0.003284448,0.012013421,0,0,0,0.3105905,0.002125598,0.028013249
635,0.003004935,0.01176124,0,0,0,0.3022445,0.001588834,0.027632071
636,0.003391542,0.011888154,0,0,0,0.2961213,0.002279073,0.027341903
637,0.002673967,0.011341886,0,0,0,0.2902892,0.001001714,0.026331494
638,0.002250557,0.011079471,0,0,0,0.2838912,0.000671881,0.025455095
639,0.002186884,0.010932287,0,0,0,0.2768619,0.00081454,0.023695806
640,0.003085827,0.010820769,0,0,0,0.2693225,0.001470335,0.023398838
