Name,ECFP/Cerulean,ECFP/Cerulean,mCitrine/Ypet,mCitrine/Ypet,tdTomato,tdTomato,EGFP/Emerald,EGFP/Emerald
Spectrum Type,Ab,Em,Ab,Em,Ab,Em,Ab,Em
Quantum Yield,,,,,,,,0.6
Extinction Coefficient,,,,,,,,"56,000"
511,0.005509613,0.810472404,0.898904825,0.152906144,0.507314861,,0.237581387,1
512,0.005359104,0.787493916,0.937198348,0.186539408,0.521587149,,0.204212245,0.988874051
513,0.006056805,0.765287597,0.969032736,0.226584976,0.533897416,,0.174652391,0.969557186
514,0.005148052,0.743045362,0.990077985,0.27205142,0.546106797,,0.146882061,0.940587204
515,0.005281928,0.719289454,1,0.322321856,0.556977851,,0.122856297,0.905958969
516,0.004977257,0.695000689,0.995924914,0.381014164,0.567838137,,0.101471049,0.871097662
517,0.005099578,0.671980912,0.976825531,0.443189459,0.575904731,,0.083825878,0.834480345
518,0.004766322,0.652917501,0.943994204,0.51219269,0.58261439,,0.068615568,0.793440739
519,0.004420238,0.631694073,0.897537827,0.580952331,0.587767797,,0.055344832,0.750855495
520,0.004405646,0.611053588,0.841560838,0.647161728,0.593180092,,0.045377604,0.714860184
521,0.004266434,0.593469034,0.776019392,0.715293194,0.59886567,,0.036223206,0.680209021
522,0.004850104,0.573829887,0.706165651,0.780843237,0.600715218,,0.030698412,0.650413569
523,0.004987583,0.555819121,0.633284901,0.838011056,0.604976914,,0.025678225,0.620777321
524,0.004937517,0.541227586,0.561833294,0.890265724,0.606406063,,0.021170551,0.596643615
525,0.004803872,0.528827219,0.491540238,0.931190276,0.609637593,,0.017805396,0.569841655
526,0.005124308,0.51323337,0.425619538,0.966095643,0.611429675,,0.015738281,0.54700723
527,0.005423281,0.501996324,0.365517639,0.987359711,0.613219768,,0.013806286,0.527545891
528,0.004830731,0.486636287,0.310369161,0.998987175,0.61880996,,0.012246996,0.508442967
529,0.004782485,0.475051087,0.261784992,0.999998031,0.624027036,,0.010902367,0.490018
530,0.004589784,0.465270543,0.21950532,1,0.628781578,0.002506675,0.009269304,0.473268038
531,0.00368946,0.455854522,0.181757521,0.983227675,0.634464113,0.003045877,0.008295067,0.46355631
532,0.00292558,0.448561382,0.149665711,0.962196628,0.644101472,0.003685813,0.007330896,0.450444848
533,0.003170045,0.433274762,0.123370065,0.941308021,0.653366299,0.004616111,0.006389589,0.439274562
534,0.002575669,0.428603155,0.100841343,0.909538275,0.664100652,0.005313927,0.005896442,0.429594189
535,0.002615805,0.42269652,0.082135617,0.878258204,0.676196389,0.006490621,0.005122708,0.422103097
536,0.00286664,0.409933707,0.067486293,0.846749049,0.690357843,0.007751175,0.005449015,0.410486786
537,0.002834733,0.401922026,0.055209875,0.812557845,0.706901366,0.010834208,0.005155777,0.401415664
538,0.002868896,0.395178357,0.045062844,0.778205167,0.72104901,0.016097286,0.004833306,0.394202587
539,0.003025136,0.384595961,0.036720045,0.743022143,0.742361354,0.0205365,0.00469762,0.386675736
540,0.003565543,0.378301715,0.030690892,0.710146364,0.760716622,0.021887575,0.004408618,0.380988938
541,0.003564599,0.372261194,0.025686693,0.681093457,0.778735407,0.021813781,0.005043051,0.369266113
542,0.004682345,0.362164014,0.021496622,0.650403686,0.799016883,0.023570682,0.005630418,0.362080442
543,0.004196694,0.354047643,0.018387703,0.620525094,0.821550516,0.02672203,0.005326552,0.358287219
544,0.004635384,0.346033031,0.015188639,0.59485829,0.841268221,0.032285166,0.005440591,0.347589074
545,0.004625886,0.339034293,0.012585759,0.567581929,0.863252246,0.038319187,0.005321039,0.339329983
546,0.004675601,0.330833755,0.010700707,0.546573725,0.884670041,0.045171521,0.004563535,0.329511817
547,0.005294275,0.316086835,0.009235582,0.521916333,0.906090178,0.05360941,0.005767327,0.32225782
548,0.004834063,0.310551685,0.008081655,0.502708765,0.924401557,0.063751427,0.005713551,0.312011014
549,0.005475688,0.300363252,0.007263075,0.483992774,0.944615619,0.076140622,0.006130258,0.301515042
550,0.004618608,0.294217796,0.006311796,0.465629205,0.960614097,0.088175727,0.005890568,0.290791161
551,0.004177627,0.280765395,0.004775207,0.452176621,0.973300524,0.104332003,0.005032795,0.279572135
552,0.003559221,0.272380763,0.004610216,0.436949592,0.984111303,0.120949764,0.004875394,0.267407384
553,0.003029526,0.267375539,0.00323851,0.423846739,0.995832168,0.141443631,0.004310317,0.256421278
554,0.002576858,0.258334547,0.002903368,0.415207993,1,0.16378033,0.004392353,0.245052084
555,0.002896253,0.24492539,0.001941104,0.400877016,0.999331714,0.188034765,0.004243023,0.234442461
556,0.002483187,0.240522899,0.001577081,0.392874716,0.995242649,0.217141197,0.004370224,0.224292453
557,0.003079412,0.230808444,0.001274671,0.385713198,0.98851286,0.246877795,0.003974865,0.215584604
558,0.003215059,0.223661039,0.001115794,0.376438992,0.974947479,0.280939476,0.004609282,0.206783526
559,0.002835512,0.216616981,0.001405436,0.371791289,0.957769611,0.317644612,0.00362951,0.195699712
560,0.003540171,0.206955786,0.001968607,0.363237416,0.938796969,0.356168229,0.005374943,0.186458911
561,0.003216865,0.202210639,0.001772283,0.355310996,0.911902625,0.397524041,0.004335452,0.180635534
562,0.002714004,0.189817602,0.001189217,0.347711266,0.878962343,0.441217921,0.003577347,0.17060692
563,0.002616133,0.188622275,0.001728733,0.342000194,0.845061299,0.485388608,0.003810221,0.161728178
564,0.003239803,0.182304453,0.001287285,0.334803691,0.806022998,0.531522254,0.003560436,0.15475045
565,0.003441074,0.17599115,0.002158753,0.327094932,0.764591392,0.577818881,0.00441336,0.148524398
566,0.004149439,0.16760835,0.002003254,0.318134551,0.723370922,0.625434238,0.004972127,0.140647256
567,0.003344946,0.16207149,0.001210185,0.310925576,0.676393247,0.66913515,0.004090457,0.134672724
568,0.002980299,0.156416991,0.00060135,0.301833324,0.63231214,0.715599126,0.003718918,0.12834494
569,0.002500403,0.151595862,0.000854287,0.293802405,0.586473827,0.755714886,0.003419146,0.122386503
570,0.003022387,0.148155984,0.00128626,0.288009744,0.541351903,0.796537343,0.004225996,0.117315181
571,0.002895761,0.143252275,0.001246882,0.277397533,0.495330661,0.832589369,0.004117879,0.114275227
572,0.003567555,0.140145281,0.00086646,0.270760675,0.452310618,0.868101305,0.004653042,0.108028221
573,0.002768707,0.135549779,0.001046752,0.260215089,0.410465284,0.895908251,0.004044585,0.104114513
574,0.003013527,0.132249408,0.000696495,0.250364236,0.370380899,0.924672214,0.004136025,0.096890656
575,0.003213048,0.126373557,0.001430393,0.242660467,0.331550926,0.943777184,0.004549307,0.095890345
576,0.003372158,0.124211097,0.001744235,0.236181211,0.297259209,0.96482883,0.004749902,0.091988482
577,0.003929885,0.118650001,0.001651739,0.223054464,0.264503965,0.976689112,0.005268976,0.088259334
578,0.003167091,0.117694961,0.001272069,0.215298642,0.235156392,0.986444991,0.004275955,0.084274794
579,0.00352958,0.112247998,0.001772519,0.208634216,0.208583901,0.995908732,0.00464534,0.081309241
580,0.002794132,0.110238298,0.001807195,0.199455057,0.185705357,0.995713628,0.00379361,0.078659891
581,0.003200738,0.106505716,0.001547859,0.191103815,0.163636715,1,0.004246693,0.075886618
582,0.003629593,0.102918258,0.001487645,0.184410441,0.144412441,0.998307049,0.004139389,0.073679163
583,0.003494931,0.101010646,0.000993282,0.175553969,0.125773005,0.995741753,0.00375071,0.071234711
584,0.00291791,0.097875837,0.001003605,0.167348644,0.108532288,0.988220321,0.004520392,0.068665987
585,0.003633658,0.094541456,0.00140926,0.160918487,0.095701203,0.978846213,0.004382716,0.065266305
586,0.003224005,0.094523841,0.001140346,0.154255242,0.083671358,0.969760394,0.004141836,0.064479479
587,0.00334942,0.091598779,0.001574873,0.147513033,0.07224297,0.960040264,0.004052332,0.063283654
588,0.004226159,0.088115437,0.002276862,0.141776231,0.062144132,0.945720011,0.00484356,0.059425345
589,0.003652258,0.08578507,0.001458427,0.135241247,0.054796266,0.933755368,0.004179352,0.059111116
590,0.003242676,0.082979675,0.001611156,0.130321859,0.047689382,0.924918241,0.004332495,0.055788568
591,0.00298235,0.08142619,0.001705342,0.124057377,0.040961114,0.909501082,0.004155802,0.054425197
592,0.003136441,0.079193183,0.00169836,0.119218989,0.035668198,0.895793009,0.003788515,0.052950612
593,0.003097997,0.077523611,0.001823055,0.114001728,0.030909793,0.882349985,0.004034953,0.050110515
594,0.003134185,0.075325872,0.00193116,0.109459376,0.027164935,0.869258978,0.004739497,0.049182176
595,0.003237464,0.072418046,0.001938736,0.106189784,0.023380285,0.856186178,0.004360486,0.047215749
596,0.002594486,0.071286816,0.00107477,0.100772648,0.020600755,0.84312078,0.003210921,0.046091971
597,0.002872423,0.068575288,0.000646243,0.097169998,0.01790912,0.827776452,0.003388741,0.044119061
598,0.002872752,0.06632557,0.000962825,0.093504072,0.015793311,0.815922388,0.003438499,0.04166811
599,0.002351414,0.065189234,0.001087262,0.089246007,0.013337508,0.802405348,0.003668278,0.040737213
600,0.003133733,0.062265577,0.001716347,0.087135419,0.011684466,0.792581967,0.003576481,0.038849051
601,0.002294901,0.060857156,0.000947656,0.083592305,0.009999005,0.780407343,0.002707094,0.036997808
602,0.002000526,0.059275795,0.001227922,0.080986989,0.00864558,0.770228763,0.003101354,0.036124928
603,0.002325637,0.056882454,0.000672393,0.079411498,0.007557363,0.756292205,0.002981011,0.0355605
604,0.002570503,0.05503481,0.001773663,0.074251868,0.006680516,0.746689389,0.003289184,0.033609712
605,0.002148743,0.053418866,0.000523582,0.07187859,0.0057661,0.737209217,0.003109806,0.03243727
606,0.003009383,0.052118983,0.001418644,0.071506345,0.004992129,0.729117571,0.004028276,0.03247529
607,0.003034202,0.050538196,0.001596445,0.067386387,0.004460895,0.715958988,0.003945359,0.029620594
608,0.003124173,0.047352691,0.001934711,0.065175554,0.003881207,0.705906382,0.00434157,0.028597895
609,0.002496509,0.04695797,0.002060358,0.064520854,0.00329555,0.696077228,0.003790604,0.027931272
610,0.004003213,0.046708888,0.002753975,0.062233919,0.003015946,0.689160944,0.004722766,0.027120911
611,0.00272524,0.044931816,0.002031667,0.059566113,0.002547912,0.679217585,0.003355486,0.025577225
612,0.003206893,0.043893146,0.002361905,0.057245071,0.002242093,0.67283732,0.004209224,0.025200605
613,0.00302809,0.043238056,0.002275994,0.056227763,0.001948562,0.661279095,0.003777612,0.024165789
614,0.003471779,0.041082913,0.002864011,0.053786698,0.001633964,0.652003427,0.004473223,0.022195756
615,0.003212392,0.038207118,0.002328028,0.05303829,0.00153811,0.642292031,0.004132253,0.022021013
616,0.003182273,0.037355779,0.002182673,0.051812175,0.001295725,0.631997395,0.003760085,0.022316581
617,0.003263769,0.03770425,0.002214371,0.050591219,0.001090418,0.623895535,0.003794069,0.020834306
618,0.002973408,0.037191341,0.002220016,0.047774365,0.001047032,0.615682726,0.004068336,0.019862564
619,0.003542306,0.035928265,0.002487514,0.046380494,0.00081161,0.602233411,0.004993455,0.018981021
620,0.002948837,0.035245933,0.002161911,0.045011723,0.000722217,0.591712066,0.004079397,0.017867037
621,0.003262251,0.033579292,0.002464017,0.043700742,0.000563841,0.584160287,0.004387814,0.01784745
622,0.001940765,0.032545033,0.001130178,0.042633955,0.000595371,0.575788272,0.002699613,0.01695461
623,0.002649999,0.03173524,0.002337504,0.040857356,0.000510308,0.561762896,0.004083984,0.017255501
624,0.001586731,0.032145719,0.001152288,0.039880456,0.000422085,0.552056089,0.002849334,0.015542355
