Name,mCitrine/Ypet,mCitrine/Ypet,tdTomato,tdTomato,DAPI,DAPI,mTFP1,mTFP1
Spectrum Type,Ab,Em,Ab,Em,Ab,Em,Ab,Em
Quantum Yield,,,,,,,,
Extinction Coefficient,,,,,,,,
306,0.036350926,,0.080957252,,0.4069767,,0.04960648,
307,0.034020968,,0.078411329,,0.4011628,,0.048696884,
308,0.032923409,,0.078201481,,0.3978405,,0.047327703,
309,0.0295164,,0.078502619,,0.3995016,,0.04572873,
310,0.029511955,,0.079577494,,0.4036545,,0.044129756,
311,0.028630676,,0.081993738,,0.4136213,,0.042530783,
312,0.027218066,,0.084032419,,0.4227575,,0.040472224,
313,0.026904009,,0.087812974,,0.4335548,,0.039332835,
314,0.027014539,,0.091516049,,0.4526578,,0.037733862,
315,0.025702238,,0.095918308,,0.4700997,,0.037274277,
316,0.026484103,,0.099788864,,0.4883721,,0.036824266,
317,0.025413636,,0.104474822,,0.5116279,,0.036594473,
318,0.025123443,,0.109284255,,0.5299003,,0.036364681,
319,0.024978536,,0.113936975,,0.5506644,,0.035675303,
320,0.024400419,,0.117720104,,0.5805648,,0.034306122,
321,0.02464263,,0.1214666,,0.5996678,,0.032477356,
322,0.023840546,,0.125062703,,0.6179402,,0.030198579,
323,0.023643726,,0.128729496,,0.6461794,,0.027460217,
324,0.023376932,,0.132579805,,0.6644518,,0.025401658,
325,0.023123611,,0.136230096,,0.6827242,,0.024032477,
326,0.022831166,,0.140998332,,0.7076411,,0.022663296,
327,0.023202621,,0.14600275,,0.7217608,,0.021973919,
328,0.023940246,,0.152820084,,0.7392027,,0.021753701,
329,0.022213989,,0.16039313,,0.7641196,,0.02083453,
330,0.022430205,,0.166864031,,0.7790697,,0.020374945,
331,0.022115406,,0.174418937,,0.7948505,,0.020604738,
332,0.022371596,,0.181587851,,0.8156146,,0.020154727,
333,0.022834627,,0.186555871,,0.8305648,,0.019465349,
334,0.023875341,,0.191024958,,0.8405315,,0.019235557,
335,0.021947,,0.192468619,,0.8563123,,0.018775971,
336,0.024255303,,0.191591304,,0.8687708,,0.018775971,
337,0.024362125,,0.187647014,,0.8795681,,0.018775971,
338,0.023885988,,0.181284724,,0.8936877,,0.018555753,
339,0.023216557,,0.17319636,,0.8995016,,0.018555753,
340,0.024921827,,0.163928841,,0.9061462,,0.018555753,
341,0.024453247,,0.154341809,,0.9169435,,0.018555753,
342,0.024745514,,0.143830295,,0.9227575,,0.019235557,
343,0.024276854,,0.134815812,,0.9269102,,0.019465349,
344,0.024629766,,0.12651245,,0.9352159,,0.019695142,
345,0.025219205,,0.118382421,,0.9418604,,0.020154727,
346,0.025383911,,0.110478626,,0.948505,,0.020604738,
347,0.024878888,,0.104002692,,0.9551495,,0.021064323,
348,0.02299662,,0.098393071,,0.9601328,,0.021753701,
349,0.023118273,,0.092766714,,0.9659469,,0.022433504,
350,0.021975268,,0.088694736,,0.9725913,,0.022663296,
351,0.018894179,,0.084517073,,0.9784053,,0.0233431,
352,0.021771358,,0.080853674,,0.9833887,,0.024032477,
353,0.023400859,,0.078281183,,0.9883721,,0.024032477,
354,0.023472403,,0.074944085,,0.9908638,,0.024721855,
355,0.02018923,,0.072693566,,0.9933555,,0.025861244,
356,0.018797872,,0.070108084,,0.9966777,,0.027000632,
357,0.020632627,,0.067730813,,0.9983389,,0.02769001,
358,0.020862985,,0.065070779,,1,,0.029288983,
359,0.018977988,,0.06319595,,1,,0.029968787,
360,0.021601046,,0.060790473,,0.9983389,,0.031337967,
361,0.019921923,,0.057506393,,0.9958472,,0.032477356,
362,0.019455501,,0.055200398,,0.9908638,,0.033856112,
363,0.019453232,,0.052328993,,0.986711,,0.0349955,
364,0.019357896,,0.04946227,,0.980897,,0.036594473,
365,0.019402179,,0.046723937,,0.9692691,,0.038193447,
366,0.017405362,,0.044223425,,0.9593024,,0.040012639,
367,0.016404193,,0.041461919,,0.9468439,,0.04230099,
368,0.017028151,,0.038769582,,0.929402,,0.044129756,
369,0.016273771,,0.036871697,,0.9152824,,0.045958522,
370,0.015177569,,0.035210697,,0.8995016,,0.048007507,
371,0.015904258,,0.033381865,,0.877907,,0.050525651,
372,0.015032415,,0.031865524,,0.8596346,,0.052804427,
373,0.014048701,,0.030311964,,0.8405315,,0.055772582,
374,0.014300292,,0.029159376,,0.8164452,,0.058510944,
375,0.014408369,,0.027861076,,0.7981728,,0.061029088,
376,0.014113489,,0.026570852,,0.7807309,,0.06421746,
377,0.0151574,,0.025657957,,0.7558139,,0.067415408,
378,0.014292573,,0.024747403,,0.736711,,0.070383562,
379,0.014987942,,0.023306434,,0.717608,,0.074270887,
380,0.013622837,,0.022214121,,0.6901994,,0.077698627,
381,0.014211769,,0.020908681,,0.6686047,,0.081346585,
382,0.014127959,,0.019443368,,0.6461794,,0.085454128,
383,0.014377971,,0.018271937,,0.614618,,0.089801038,
384,0.013793792,,0.016980425,,0.5905315,,0.094138373,
385,0.014029412,,0.015951312,,0.5656146,,0.099155512,
386,0.014380223,,0.014708956,,0.5307309,,0.103952433,
387,0.0154488,,0.013565146,,0.5033223,,0.108519561,
388,0.015134937,,0.012746116,,0.4742525,,0.11400586,
389,0.014659454,,0.011999649,,0.4360465,,0.119712376,
390,0.015047669,,0.011270387,,0.4053156,,0.1251891,
391,0.014449387,,0.010800948,,0.3762458,,0.131355202,
392,0.014665408,,0.010408286,,0.3372093,,0.137521304,
393,0.014874215,,0.010382538,,0.3081395,,0.143917198,
394,0.014680453,,0.010022413,,0.2807309,,0.151452481,
395,0.015176844,,0.009951839,,0.2450166,,0.158528178,
396,0.015001464,,0.010092987,,0.2209302,,0.166752839,
397,0.015793477,,0.010019253,,0.198505,,0.174517914,
398,0.01603239,,0.010171051,,0.1710963,,0.182962793,
399,0.016389028,,0.010339585,,0.1519934,,0.192556634,
400,0.016453563,,0.010556222,,0.1353821,0.1181029,0.201001513,
401,0.016657651,,0.011062293,,0.1162791,0.1305848,0.210365562,
402,0.016820477,,0.011393159,,0.10299,0.1449921,0.221328584,
403,0.016981929,,0.011664804,,0.09136212,0.1612385,0.231142644,
404,0.016583456,,0.012237938,,0.08056479,0.1802439,0.241875874,
405,0.018055377,,0.012695673,,0.0730897,0.1983295,0.253528274,
406,0.017875835,,0.013460046,,0.06644518,0.2167218,0.264711515,
407,0.017967561,,0.01389531,,0.05980066,0.239712,0.277043718,
408,0.019071245,,0.014681101,,0.05481728,0.257629,0.288686544,
409,0.01885406,,0.015428505,,0.04900332,0.2785424,0.300559162,
410,0.018134187,,0.016186441,,0.04318937,0.2988496,0.313580743,
411,0.018404775,,0.01698183,,0.03820598,0.3134325,0.324993776,
412,0.018390414,,0.017650701,,0.03322259,0.3374044,0.331159878,
413,0.019125876,,0.018738099,,0.02906977,0.3568919,0.355134907,
414,0.01844159,,0.019568365,,0.02574751,0.3763519,0.368386281,
415,0.018687455,,0.020765544,,0.02325581,0.3988427,0.382767469,
416,0.01879257,,0.021646253,,0.01993356,0.4186127,0.396698646,
417,0.01934639,,0.022901835,,0.01827242,0.4449955,0.410629823,
418,0.019989317,,0.024073266,,0.01744186,0.4620789,0.425930181,
419,0.019874523,,0.025259092,,0.01578073,0.4860853,0.440770954,
420,0.020902984,,0.026527431,,0.0141196,0.5091616,0.456530898,
421,0.020376097,,0.027662229,,0.01328904,0.5322725,0.473200437,
422,0.020643141,,0.029000673,,0.01245847,0.5547978,0.489180598,
423,0.021303952,,0.03052509,,0.01162791,0.5734656,0.508128914,
424,0.020843536,,0.032118793,,0.01079734,0.587587,0.525258038,
425,0.021941549,,0.033455599,,0.009966778,0.6118689,0.542616955,
426,0.021656132,,0.034953565,,0.009966778,0.6279879,0.563164244,
427,0.022189088,,0.036838576,,0.009966778,0.6487566,0.581892342,
428,0.02264747,,0.038724756,,0.008305648,0.6710064,0.602439632,
429,0.023334706,,0.040327589,,0.007475083,0.6964938,0.622307118,
430,0.02394518,,0.042237762,,0.007475083,0.7131638,0.641715019,
431,0.024381599,,0.044035111,,0.006644518,0.7377557,0.662951686,
432,0.024398049,,0.046204524,,0.006644518,0.7506372,0.682819172,
433,0.025339061,,0.0485571,,0.005813953,0.7714404,0.703596254,
434,0.025502855,,0.050502736,,0.004983389,0.7904526,0.721644549,
435,0.026932612,,0.052939228,,0.004983389,0.8080182,0.739903487,
436,0.027345546,,0.055525529,,0.004152824,0.8208997,0.758401792,
437,0.027981168,,0.057852591,,0.003322259,0.8372942,0.774161736,
438,0.029232622,,0.060955379,,0.003322259,0.8478336,0.790601482,
439,0.030585678,,0.063067677,,0.004152824,0.8569263,0.803843281,
440,0.032156477,,0.066335723,,0.003322259,0.8697734,0.8157159,
441,0.03352159,,0.069261082,,0.002491694,0.896604,0.827598093,
442,0.035260031,,0.072198613,,0.001661129,0.9128952,0.836732349,
443,0.036934454,,0.075237265,,0.002491694,0.9132052,0.84540702,
444,0.038892125,,0.078359364,,0.001661129,0.9274299,0.85271251,
445,0.04046385,,0.081694239,,0.001661129,0.9437211,0.858648819,
446,0.043418667,,0.085517395,,0.000831,0.9437211,0.864355336,0.00608
447,0.045593884,,0.088999971,,0.000831,0.9508163,0.869611842,0.00533
448,0.048145297,,0.092324897,,0.000831,0.9585313,0.875088566,0.00482
449,0.051222741,,0.096121251,,,0.9662121,0.879885487,0.00477
450,0.054194535,,0.09836229,,,0.96325,0.886051588,0.00471
451,0.057302225,,0.102288791,,,0.9700696,0.891758105,0.00495
452,0.060520384,,0.105974778,,,0.9748226,0.897924207,0.00564
453,0.063605086,,0.109392632,,,0.9780602,0.905689282,0.00615
454,0.066217693,,0.11368628,,,0.9927327,0.912994772,0.00745
455,0.069803775,,0.11713117,,,0.9882552,0.921219433,0.00886
456,0.07305013,,0.120981128,,,0.9930427,0.929214301,0.01028
457,0.075763613,,0.124808848,,,0.9957291,0.938118764,0.01296
458,0.079854382,,0.128102759,,,0.9879452,0.945654047,0.01584
459,0.083685799,,0.132272815,,,0.9932493,0.952499952,0.01957
460,0.088056575,,0.136668403,,,0.9941104,0.958666054,0.02308
461,0.092925928,,0.140689704,,,1,0.963003389,0.02882
462,0.097704596,,0.145070896,,,0.9913206,0.964832156,0.03485
463,0.102971695,,0.148675659,,,0.9988978,0.96392256,0.04346
464,0.108411423,,0.153073353,,,0.9981401,0.959355432,0.05307
465,0.114514948,,0.158720894,,,0.988324,0.951360564,0.0644
466,0.120806344,,0.164412792,,,0.9910449,0.937659179,0.0779
467,0.127713704,,0.168533458,,,0.9798512,0.92098964,0.09448
468,0.136343922,,0.172368786,,,0.9816422,0.89952318,0.11497
469,0.145290003,,0.177789625,,,0.9715851,0.869841635,0.13864
470,0.15521409,,0.184310969,,,0.9698285,0.838781333,0.16574
471,0.166065227,,0.191031629,,,0.9613213,0.799965531,0.19694
472,0.178000212,,0.197384089,,,0.9528139,0.759320963,0.23007
473,0.191004744,,0.201573105,,,0.9426534,0.711820915,0.27059
474,0.205529417,,0.206221143,,,0.9305641,0.666379426,0.31545
475,0.219750116,,0.213861603,,,0.9240201,0.612713276,0.36209
476,0.23527064,,0.220047634,,,0.9138596,0.564303633,0.40946
477,0.250659108,,0.225328613,,,0.9076599,0.511097068,0.46407
478,0.265309247,,0.230901718,,,0.9112765,0.462237414,0.51772
479,0.281030835,,0.236103461,,,0.9010126,0.410859616,0.57388
480,0.29422513,,0.240667583,,,0.8937453,0.366787308,0.62794
481,0.306651202,,0.244593382,,,0.8725632,0.324084181,0.68841
482,0.318087152,,0.248002692,,,0.8656403,0.281151261,0.73396
483,0.327042394,,0.252367967,,,0.8415651,0.245763199,0.77641
484,0.335229888,0.001740173,0.256561313,,,0.834711,0.209676184,0.82474
485,0.3411463,0.001765665,0.260128859,,,0.8238961,0.180454223,0.86265
486,0.346583764,0.001887733,0.263727068,,,0.8163532,0.153051454,0.90033
487,0.351153718,0.002086439,0.267681423,,,0.8026108,0.130215814,0.92776
488,0.354024188,0.002261459,0.271546947,,,0.7911758,0.108979146,0.95055
489,0.358384699,0.002527149,0.275057846,,,0.7823586,0.092769192,0.97565
490,0.361724106,0.002715901,0.280474237,,,0.7806709,0.077009249,0.98624
491,0.366657733,0.003070493,0.285450332,,,0.7707516,0.065366423,0.99465
492,0.372927988,0.003463713,0.288587881,,,0.7509128,0.054633194,1
493,0.379038669,0.003880999,0.293280042,,,0.7396501,0.04617874,0.9953
494,0.38813942,0.004668147,0.30067601,,,0.7307295,0.03887325,0.99217
495,0.398241618,0.00549951,0.306710595,,,0.7198112,0.033396526,0.98433
496,0.408773981,0.006452924,0.314885098,,,0.7069298,0.028369813,0.97268
497,0.422211917,0.007811222,0.324848056,,,0.6910519,0.024721855,0.95575
498,0.43768726,0.009231251,0.333201861,,,0.6862299,0.021523908,0.93499
499,0.455597925,0.011431732,0.342235304,,,0.6758627,0.019005764,0.9158
500,0.476211243,0.013618692,0.354997806,,,0.6675277,0.01695678,0.89383
501,0.499855238,0.016594762,0.36620031,,,0.6481367,0.015357806,0.86964
502,0.52662897,0.020176401,0.37937654,,,0.6467245,0.013988625,0.84653
503,0.557022303,0.025997242,0.392123826,,,0.6325343,0.012839662,0.81962
504,0.591787403,0.03164098,0.405052404,,,0.6180341,0.012159859,0.79648
505,0.629212578,0.040303001,0.419818943,,,0.6099401,0.011470481,0.77145
506,0.670538907,0.050102372,0.434280949,,,0.610009,0.010790678,0.75316
507,0.71519581,0.064014029,0.449499371,,,0.59296,0.010331093,0.73155
508,0.760686094,0.078814109,0.463481757,,,0.5806985,0.0101013,0.70704
509,0.808559927,0.099765206,0.479678029,,,0.5751877,0.009641715,0.6902
510,0.854523405,0.123168021,0.492970126,,,0.5579665,0.009421497,0.67242
511,0.898904825,0.152906144,0.507314861,,,0.5503892,0.009191704,0.65436
512,0.937198348,0.186539408,0.521587149,,,0.5383344,0.008961912,0.63941
513,0.969032736,0.226584976,0.533897416,,,0.5308604,0.008732119,0.62335
514,0.990077985,0.27205142,0.546106797,,,0.5190122,0.008732119,0.60875
515,1,0.322321856,0.556977851,,,0.5106771,0.008732119,0.59767
516,0.995924914,0.381014164,0.567838137,,,0.5023765,0.008502327,0.58215
517,0.976825531,0.443189459,0.575904731,,,0.4879796,0.008502327,0.57462
518,0.943994204,0.51219269,0.58261439,,,0.4807123,0.008276336,0.55938
519,0.897537827,0.580952331,0.587767797,,,0.4725494,0.008276336,0.54687
520,0.841560838,0.647161728,0.593180092,,,0.4587036,0.008276336,0.53886
521,0.776019392,0.715293194,0.59886567,,,0.4538472,0.008276336,0.52091
522,0.706165651,0.780843237,0.600715218,,,0.4434456,0.008276336,0.51179
523,0.633284901,0.838011056,0.604976914,,,0.4291176,0.008276336,0.49944
524,0.561833294,0.890265724,0.606406063,,,0.4212992,0.008047986,0.49108
525,0.491540238,0.931190276,0.609637593,,,0.4140663,0.008276336,0.47356
526,0.425619538,0.966095643,0.611429675,,,0.4081766,0.008047986,0.45964
527,0.365517639,0.987359711,0.613219768,,,0.397224,0.008047986,0.44513
528,0.310369161,0.998987175,0.61880996,,,0.3913687,0.008047986,0.43034
529,0.261784992,0.999998031,0.624027036,,,0.3817937,0.008047986,0.41571
530,0.21950532,1,0.628781578,0.002506675,,0.3725977,0.008047986,0.39715
531,0.181757521,0.983227675,0.634464113,0.003045877,,0.3678791,0.008047986,0.386
532,0.149665711,0.962196628,0.644101472,0.003685813,,0.3556175,0.008047986,0.36753
533,0.123370065,0.941308021,0.653366299,0.004616111,,0.3476269,0.008047986,0.35332
534,0.100841343,0.909538275,0.664100652,0.005313927,,0.3382552,0.008047986,0.33579
535,0.082135617,0.878258204,0.676196389,0.006490621,,0.331873,0.008047986,0.32147
536,0.067486293,0.846749049,0.690357843,0.007751175,,0.3235517,0.008047986,0.3094
537,0.055209875,0.812557845,0.706901366,0.010834208,,0.3167321,0.008047986,0.29364
538,0.045062844,0.778205167,0.72104901,0.016097286,,0.3127299,0.008047986,0.27889
539,0.036720045,0.743022143,0.742361354,0.0205365,,0.3024075,0.008047986,0.26483
540,0.030690892,0.710146364,0.760716622,0.021887575,,0.2993456,0.008047986,0.25252
541,0.025686693,0.681093457,0.778735407,0.021813781,,0.2904732,0.008047986,0.24033
542,0.021496622,0.650403686,0.799016883,0.023570682,,0.2868396,0.007819637,0.22842
543,0.018387703,0.620525094,0.821550516,0.02672203,,0.275942,0.008047986,0.21769
544,0.015188639,0.59485829,0.841268221,0.032285166,,0.2709237,0.008047986,0.20516
545,0.012585759,0.567581929,0.863252246,0.038319187,,0.2654268,0.008047986,0.19642
546,0.010700707,0.546573725,0.884670041,0.045171521,,0.2582489,0.008047986,0.18694
547,0.009235582,0.521916333,0.906090178,0.05360941,,0.2499311,0.008047986,0.17945
548,0.008081655,0.502708765,0.924401557,0.063751427,,0.2481091,0.008047986,0.17146
549,0.007263075,0.483992774,0.944615619,0.076140622,,0.2377213,0.008047986,0.16324
550,0.006311796,0.465629205,0.960614097,0.088175727,,0.2349349,0.008047986,0.15627
551,0.004775207,0.452176621,0.973300524,0.104332003,,0.2300992,0.008047986,0.14906
552,0.004610216,0.436949592,0.984111303,0.120949764,,0.2251567,0.008047986,0.14196
553,0.00323851,0.423846739,0.995832168,0.141443631,,0.2202797,0.008276336,0.13758
554,0.002903368,0.415207993,1,0.16378033,,0.2131294,0.007819637,0.13114
555,0.001941104,0.400877016,0.999331714,0.188034765,,0.2082111,0.007591288,0.12484
556,0.001577081,0.392874716,0.995242649,0.217141197,,0.2033478,0.007819637,0.12178
557,0.001274671,0.385713198,0.98851286,0.246877795,,0.1996246,0.007591288,0.11595
558,0.001115794,0.376438992,0.974947479,0.280939476,,0.192123,0.007591288,0.11063
559,0.001405436,0.371791289,0.957769611,0.317644612,,0.1895089,0.007591288,0.10726
560,0.001968607,0.363237416,0.938796969,0.356168229,,0.1836261,0.007591288,0.10229
561,0.001772283,0.355310996,0.911902625,0.397524041,,0.1800475,0.007591288,0.09928
562,0.001189217,0.347711266,0.878962343,0.441217921,,0.1758111,0.007591288,0.09451
563,0.001728733,0.342000194,0.845061299,0.485388608,,0.1708342,0.007591288,0.08999
564,0.001287285,0.334803691,0.806022998,0.531522254,,0.1682717,0.007591288,0.08761
565,0.002158753,0.327094932,0.764591392,0.577818881,,0.1631708,0.007591288,0.08358
566,0.002003254,0.318134551,0.723370922,0.625434238,,0.1584349,0.007591288,0.08048
567,0.001210185,0.310925576,0.676393247,0.66913515,,0.1575325,0.007591288,0.07712
568,0.00060135,0.301833324,0.63231214,0.715599126,,0.1514569,0.007591288,0.0743
569,0.000854287,0.293802405,0.586473827,0.755714886,,0.1487222,0.007591288,0.06987
570,0.00128626,0.288009744,0.541351903,0.796537343,,0.1439106,0.007591288,0.06856
571,0.001246882,0.277397533,0.495330661,0.832589369,,0.1393125,0.007591288,0.06356
572,0.00086646,0.270760675,0.452310618,0.868101305,,0.1340222,0.007591288,0.06136
573,0.001046752,0.260215089,0.410465284,0.895908251,,0.1318179,0.007591288,0.05943
574,0.000696495,0.250364236,0.370380899,0.924672214,,0.1292933,0.007591288,0.05668
575,0.001430393,0.242660467,0.331550926,0.943777184,,0.1244059,0.007591288,0.05381
576,0.001744235,0.236181211,0.297259209,0.96482883,,0.124027,0.007591288,0.05231
577,0.001651739,0.223054464,0.264503965,0.976689112,,0.1199972,0.007591288,0.04854
578,0.001272069,0.215298642,0.235156392,0.986444991,,0.116863,0.007591288,0.0476
579,0.001772519,0.208634216,0.208583901,0.995908732,,0.1127988,0.007591288,0.04615
580,0.001807195,0.199455057,0.185705357,0.995713628,,0.1096404,0.007591288,0.0438
581,0.001547859,0.191103815,0.163636715,1,,0.1082042,0.007591288,0.04123
582,0.001487645,0.184410441,0.144412441,0.998307049,,0.1032031,0.007591288,0.03895
583,0.000993282,0.175553969,0.125773005,0.995741753,,0.09911139,0.007819637,0.03778
584,0.001003605,0.167348644,0.108532288,0.988220321,,0.09592892,0.007591288,0.036
585,0.00140926,0.160918487,0.095701203,0.978846213,,0.09619757,0.007591288,0.03418
586,0.001140346,0.154255242,0.083671358,0.969760394,,0.09161673,0.007591288,0.03243
587,0.001574873,0.147513033,0.07224297,0.960040264,,0.09024247,0.007591288,0.03072
588,0.002276862,0.141776231,0.062144132,0.945720011,,0.08657781,0.007591288,0.02891
589,0.001458427,0.135241247,0.054796266,0.933755368,,0.08353654,0.007591288,0.02819
590,0.001611156,0.130321859,0.047689382,0.924918241,,0.08215196,0.007591288,0.02699
591,0.001705342,0.124057377,0.040961114,0.909501082,,0.08076737,0.007591288,0.02537
592,0.00169836,0.119218989,0.035668198,0.895793009,,0.07753668,0.007591288,0.02447
593,0.001823055,0.114001728,0.030909793,0.882349985,,0.07569057,0.007591288,0.02358
594,0.00193116,0.109459376,0.027164935,0.869258978,,0.07061376,0.007591288,0.0222
595,0.001938736,0.106189784,0.023380285,0.856186178,,0.07253564,0.007591288,0.02092
596,0.00107477,0.100772648,0.020600755,0.84312078,,0.06881587,0.007591288,0.01998
597,0.000646243,0.097169998,0.01790912,0.827776452,,0.06742095,0,0.01963
598,0.000962825,0.093504072,0.015793311,0.815922388,,0.06509609,0.000229793,0.01857
599,0.001087262,0.089246007,0.013337508,0.802405348,,0.06323621,,0.01757
600,0.001716347,0.087135419,0.011684466,0.792581967,,,,0.01699
601,0.000947656,0.083592305,0.009999005,0.780407343,,,,
602,0.001227922,0.080986989,0.00864558,0.770228763,,,,
603,0.000672393,0.079411498,0.007557363,0.756292205,,,,
604,0.001773663,0.074251868,0.006680516,0.746689389,,,,
605,0.000523582,0.07187859,0.0057661,0.737209217,,,,
606,0.001418644,0.071506345,0.004992129,0.729117571,,,,
607,0.001596445,0.067386387,0.004460895,0.715958988,,,,
608,0.001934711,0.065175554,0.003881207,0.705906382,,,,
609,0.002060358,0.064520854,0.00329555,0.696077228,,,,
610,0.002753975,0.062233919,0.003015946,0.689160944,,,,
611,0.002031667,0.059566113,0.002547912,0.679217585,,,,
612,0.002361905,0.057245071,0.002242093,0.67283732,,,,
613,0.002275994,0.056227763,0.001948562,0.661279095,,,,
614,0.002864011,0.053786698,0.001633964,0.652003427,,,,
615,0.002328028,0.05303829,0.00153811,0.642292031,,,,
616,0.002182673,0.051812175,0.001295725,0.631997395,,,,
617,0.002214371,0.050591219,0.001090418,0.623895535,,,,
618,0.002220016,0.047774365,0.001047032,0.615682726,,,,
619,0.002487514,0.046380494,0.00081161,0.602233411,,,,
620,0.002161911,0.045011723,0.000722217,0.591712066,,,,
621,0.002464017,0.043700742,0.000563841,0.584160287,,,,
622,0.001130178,0.042633955,0.000595371,0.575788272,,,,
623,0.002337504,0.040857356,0.000510308,0.561762896,,,,
624,0.001152288,0.039880456,0.000422085,0.552056089,,,,
625,0.001714769,0.03983527,0.000425772,0.540924266,,,,
626,0.001676272,0.037017917,0.000345004,0.533388919,,,,
627,0.001676667,0.035366015,0.000271434,0.521582373,,,,
628,0.001927806,0.035520879,0.000302238,0.507538937,,,,
629,0.001817374,0.033930508,0.000235761,0.498710691,,,,
630,0.002083801,0.032407182,0.00017462,0.490699722,,,,
631,0.002351402,0.031847476,,0.477484369,,,,
632,0.003028606,0.030337652,,0.465528756,,,,
633,0.002192541,0.02956889,,0.455839268,,,,
634,0.002125598,0.028013249,,0.442868314,,,,
635,0.001588834,0.027632071,,0.434381797,,,,
636,0.002279073,0.027341903,,0.423997158,,,,
637,0.001001714,0.026331494,,0.412179583,,,,
638,0.000671881,0.025455095,,0.402144519,,,,
639,0.00081454,0.023695806,,0.393432551,,,,
640,0.001470335,0.023398838,,0.382416044,,,,
641,0.001361201,0.021595846,,0.373312979,,,,
642,0.001825658,0.021661026,,0.36217183,,,,
643,0.001365774,0.021275654,,0.35488399,,,,
644,0.001924689,0.020910558,,0.347543674,,,,
645,0.00167572,0.02029135,,0.336198317,,,,
646,0.00141202,0.019282772,,0.326844932,,,,
647,0.001808773,0.018528496,,0.316971813,,,,
648,0.001773584,0.017903709,,0.307946539,,,,
649,0.001861481,0.017249744,,0.29960709,,,,
650,0.00246615,0.016243687,,0.290584406,,,,
651,0.001848383,0.016554276,,0.285558325,,,,
652,0.002889775,0.016631337,,0.273654893,,,,
653,0.001959373,0.015844964,,0.267825302,,,,
654,0.002463977,0.015027385,,0.26013023,,,,
655,0.002139294,0.014598132,,0.251835042,,,,
656,0.002608368,0.014561223,,0.243070598,,,,
657,0.002322777,0.013829771,,0.234838841,,,,
658,0.002818572,0.013391473,,0.227193507,,,,
659,0.002484078,0.013330047,,0.222740008,,,,
660,0.001552828,0.013105486,,0.216576683,,,,
661,0.00175749,0.012318496,,0.209729234,,,,
662,0.002526809,0.011781121,,0.204087493,,,,
663,0.002079696,0.012063366,,0.199208555,,,,
