Name,mCitrine/Ypet,mCitrine/Ypet,mPlum,mPlum,mTFP1,mTFP1,mTagBFP,mTagBFP,mOrange2,mOrange2
Spectrum Type,Ab,Em,Ab,Em,Ab,Em,Ab,Em,Ab,Em
Quantum Yield,,,,,,,,,,
Extinction Coefficient,,,,,,,,,,
388,0.015134937,,,,0.11400586,,0.778479885,,0.001888926,
389,0.014659454,,,,0.119712376,,0.80531547,,0.001756511,
390,0.015047669,,,,0.1251891,,0.85051983,,0.001708913,
391,0.014449387,,,,0.131355202,,0.860330845,,0.001512555,
392,0.014665408,,,,0.137521304,,0.857124886,,0.001438451,
393,0.014874215,,,,0.143917198,,0.882977816,,0.001453029,
394,0.014680453,,,,0.151452481,,0.903969417,,0.001497093,
395,0.015176844,,,,0.158528178,,0.905266266,,0.00155927,
396,0.015001464,,,,0.166752839,,0.932363557,,0.001596819,
397,0.015793477,,,,0.174517914,,0.965398909,,0.001747235,
398,0.01603239,,,,0.182962793,,0.97874293,,0.00171819,
399,0.016389028,,,,0.192556634,,0.982661335,,0.001861979,
400,0.016453563,,,,0.201001513,,0.982936089,,0.002024212,
401,0.016657651,,,,0.210365562,,0.994061157,,0.001933874,
402,0.016820477,,,,0.221328584,,1,,0.00204387,
403,0.016981929,,,,0.231142644,,0.996933031,,0.00227855,
404,0.016583456,,,,0.241875874,,0.976007113,,0.002239676,
405,0.018055377,,,,0.253528274,,0.943397235,,0.002437028,
406,0.017875835,,,,0.264711515,,0.933554258,,0.002531563,
407,0.017967561,,,,0.277043718,,0.920390376,,0.002573198,
408,0.019071245,,,,0.288686544,,0.91140685,0.003959151,0.00293963,
409,0.01885406,,,,0.300559162,,0.884243778,0.004498126,0.00305802,
410,0.018134187,,,,0.313580743,,0.854577909,0.005252225,0.003307277,
411,0.018404775,,,,0.324993776,,0.819242624,0.0061069,0.003475032,
412,0.018390414,,,,0.331159878,,0.803495502,0.00716233,0.003667194,
413,0.019125876,,,,0.355134907,,0.770077488,0.008330037,0.003826555,
414,0.01844159,,,,0.368386281,,0.74537191,0.009815544,0.004012643,
415,0.018687455,,,,0.382767469,,0.714685949,0.011803735,0.004290615,
416,0.01879257,,,,0.396698646,,0.685282421,0.013888424,0.004642911,
417,0.01934639,,,,0.410629823,,0.661480768,0.016135174,0.004956775,
418,0.019989317,,,,0.425930181,,0.623835629,0.019389158,0.005333367,
419,0.019874523,,,,0.440770954,,0.593117217,0.022692219,0.005696376,
420,0.020902984,,,,0.456530898,,0.561464679,0.02758483,0.006045911,
421,0.020376097,,,,0.473200437,,0.517261693,0.032764538,0.006460163,
422,0.020643141,,,,0.489180598,,0.496020408,0.037819355,0.00672698,
423,0.021303952,,,,0.508128914,,0.466447296,0.045243522,0.007149405,
424,0.020843536,,,,0.525258038,,0.432003082,0.053467091,0.00756973,
425,0.021941549,,,,0.542616955,,0.397240789,0.0636839,0.008273771,
426,0.021656132,,,,0.563164244,,0.368590905,0.073714555,0.008671457,
427,0.022189088,,,,0.581892342,,0.346773623,0.08667267,0.009122042,
428,0.02264747,,,,0.602439632,,0.322668674,0.09908236,0.009890578,
429,0.023334706,,,,0.622307118,,0.299788636,0.118482405,0.01011046,
430,0.02394518,,,,0.641715019,,0.272923729,0.134078242,0.011060776,
431,0.024381599,,,,0.662951686,,0.249847497,0.156665396,0.011349129,
432,0.024398049,,,,0.682819172,,0.23177911,0.176191211,0.012504528,
433,0.025339061,,,,0.703596254,,0.208864324,0.203292084,0.013173891,
434,0.025502855,,,,0.721644549,,0.192063158,0.231854859,0.014009131,
435,0.026932612,,,,0.739903487,,0.172743445,0.264597594,0.01491483,
436,0.027345546,,,,0.758401792,,0.153962795,0.300024864,0.015688446,
437,0.027981168,,,,0.774161736,,0.141623311,0.335225645,0.017043406,
438,0.029232622,,,,0.790601482,,0.126681882,0.37609798,0.018329453,
439,0.030585678,,,,0.803843281,,0.114281859,0.414589558,0.018951991,
440,0.032156477,,,,0.8157159,,0.099605276,0.46645172,0.020323958,
441,0.03352159,,,,0.827598093,,0.086454559,0.511852344,0.021426789,
442,0.035260031,,,,0.836732349,,0.07645542,0.551358392,0.02327154,
443,0.036934454,,,,0.84540702,,0.06749774,0.599492192,0.024484808,
444,0.038892125,,,,0.85271251,,0.060068872,0.639766013,0.025705145,
445,0.04046385,,,,0.858648819,,0.051758279,0.691519827,0.027211846,
446,0.043418667,,,,0.864355336,0.00608,0.044457933,0.739708167,0.029056045,
447,0.045593884,,,,0.869611842,0.00533,0.038130398,0.778011806,0.030563188,
448,0.048145297,,,,0.875088566,0.00482,0.032759883,0.826159768,0.032171492,
449,0.051222741,,,,0.879885487,0.00477,0.028610848,0.858362725,0.034374724,
450,0.054194535,,0.011890239,,0.886051588,0.00471,0.024863739,0.896315106,0.036319863,
451,0.057302225,,0.012663121,,0.891758105,0.00495,,0.925885443,0.038446561,
452,0.060520384,,0.013158632,,0.897924207,0.00564,,0.950182016,0.040096169,
453,0.063605086,,0.013834151,,0.905689282,0.00615,,0.969898559,0.041904145,
454,0.066217693,,0.014674527,,0.912994772,0.00745,,0.983614459,0.044375188,
455,0.069803775,,0.015845992,,0.921219433,0.00886,,0.996763872,0.047042258,
456,0.07305013,,0.016506867,,0.929214301,0.01028,,0.999802246,0.049311752,
457,0.075763613,,0.017647087,,0.938118764,0.01296,,1,0.052701858,
458,0.079854382,,0.018868937,,0.945654047,0.01584,,0.99156983,0.05588401,
459,0.083685799,,0.019881636,,0.952499952,0.01957,,0.984998309,0.057636656,
460,0.088056575,,0.021012358,,0.958666054,0.02308,,0.973528732,0.061372542,
461,0.092925928,,0.022224276,,0.963003389,0.02882,,0.959518051,0.065273863,
462,0.097704596,,0.023134683,,0.964832156,0.03485,,0.944449466,0.069737313,
463,0.102971695,,0.024628829,,0.96392256,0.04346,,0.927547974,0.072516477,
464,0.108411423,,0.025356545,,0.959355432,0.05307,,0.911849451,0.075453236,
465,0.114514948,,0.027568983,,0.951360564,0.0644,,0.89361938,0.080500018,
466,0.120806344,,0.028666937,,0.937659179,0.0779,,0.8771109,0.086655152,
467,0.127713704,,0.02970008,,0.92098964,0.09448,,0.862364301,0.090665586,
468,0.136343922,,0.030890032,,0.89952318,0.11497,,0.845220717,0.0940653,
469,0.145290003,,0.03205867,,0.869841635,0.13864,,0.828744349,0.098557684,
470,0.15521409,,0.034133147,,0.838781333,0.16574,,0.813765645,0.103931582,
471,0.166065227,,0.03554124,,0.799965531,0.19694,,0.803420951,0.109354072,
472,0.178000212,,0.037265126,,0.759320963,0.23007,,0.791477005,0.11600231,
473,0.191004744,,0.038612177,,0.711820915,0.27059,,0.774643009,0.120401927,
474,0.205529417,,0.039791617,,0.666379426,0.31545,,0.764321302,0.125277088,
475,0.219750116,,0.041920612,,0.612713276,0.36209,,0.748522912,0.131408478,
476,0.23527064,,0.043152104,,0.564303633,0.40946,,0.736301576,0.13699541,
477,0.250659108,,0.045560426,,0.511097068,0.46407,,0.723546639,0.141329427,
478,0.265309247,,0.047310338,,0.462237414,0.51772,,0.710655246,0.144898442,
479,0.281030835,,0.049617311,,0.410859616,0.57388,,0.697454824,0.152445974,
480,0.29422513,,0.051346199,,0.366787308,0.62794,,0.681822205,0.157610371,
481,0.306651202,,0.053943446,,0.324084181,0.68841,,0.666555564,0.161749134,
482,0.318087152,,0.055966887,,0.281151261,0.73396,,0.655315165,0.166379565,
483,0.327042394,,0.058441398,,0.245763199,0.77641,,0.638331713,0.172556235,
484,0.335229888,0.001740173,0.060703568,,0.209676184,0.82474,,0.626859381,0.17665535,
485,0.3411463,0.001765665,0.064050353,,0.180454223,0.86265,,0.611174073,0.182181321,
486,0.346583764,0.001887733,0.065805412,,0.153051454,0.90033,,0.595914665,0.187872065,
487,0.351153718,0.002086439,0.069416953,,0.130215814,0.92776,,0.577462648,0.193215813,
488,0.354024188,0.002261459,0.072174997,,0.108979146,0.95055,,0.560277266,0.200151631,
489,0.358384699,0.002527149,0.075578547,,0.092769192,0.97565,,0.545163267,0.205806924,
490,0.361724106,0.002715901,0.078368706,,0.077009249,0.98624,,0.527543162,0.21483156,
491,0.366657733,0.003070493,0.083074214,,0.065366423,0.99465,,0.509708513,0.223833005,
492,0.372927988,0.003463713,0.08569727,,0.054633194,1,,0.492977958,0.233004524,
493,0.379038669,0.003880999,0.088990988,,0.04617874,0.9953,,0.475298491,0.241346103,
494,0.38813942,0.004668147,0.093741878,,0.03887325,0.99217,,0.458474568,0.250467041,
495,0.398241618,0.00549951,0.097566123,,0.033396526,0.98433,,0.442728909,0.259853471,
496,0.408773981,0.006452924,0.101412986,,0.028369813,0.97268,,0.428454398,0.272646794,
497,0.422211917,0.007811222,0.10543558,,0.024721855,0.95575,,0.413064086,0.284117404,
498,0.43768726,0.009231251,0.109992036,,0.021523908,0.93499,,0.398844373,0.298818096,
499,0.455597925,0.011431732,0.114672968,,0.019005764,0.9158,,0.384625865,0.313004258,
500,0.476211243,0.013618692,0.119586902,,0.01695678,0.89383,,0.371251923,0.3287318,0.001270549
501,0.499855238,0.016594762,0.124172212,,0.015357806,0.86964,,0.355890172,0.342386315,0.001338212
502,0.52662897,0.020176401,0.129012418,,0.013988625,0.84653,,0.345095022,0.359288914,0.001294012
503,0.557022303,0.025997242,0.133463609,,0.012839662,0.81962,,0.333149246,0.375513977,0.001301578
504,0.591787403,0.03164098,0.139245975,,0.012159859,0.79648,,0.320000264,0.394222121,0.001391688
505,0.629212578,0.040303001,0.144367901,,0.011470481,0.77145,,0.308037679,0.413389355,0.001486834
506,0.670538907,0.050102372,0.149151849,,0.010790678,0.75316,,0.297032442,0.428569015,0.001336706
507,0.71519581,0.064014029,0.154585871,,0.010331093,0.73155,,0.285900261,0.443621892,0.001466064
508,0.760686094,0.078814109,0.161495335,,0.0101013,0.70704,,0.275716323,0.459169531,0.001368838
509,0.808559927,0.099765206,0.167543689,,0.009641715,0.6902,,0.267169326,0.472224149,0.001483101
510,0.854523405,0.123168021,0.173071013,,0.009421497,0.67242,,0.257451493,0.486226985,0.001421809
511,0.898904825,0.152906144,0.181468388,,0.009191704,0.65436,,0.247349559,0.498027804,0.001679008
512,0.937198348,0.186539408,0.187939612,,0.008961912,0.63941,,0.240535451,0.50451403,0.001816131
513,0.969032736,0.226584976,0.195235118,,0.008732119,0.62335,,0.231326187,0.510965027,0.002206323
514,0.990077985,0.27205142,0.204090523,,0.008732119,0.60875,,0.22253034,0.518669491,0.002327043
515,1,0.322321856,0.210876236,,0.008732119,0.59767,,0.215357507,0.5195044,0.002520518
516,0.995924914,0.381014164,0.220233387,,0.008502327,0.58215,,0.207370325,0.524214125,0.002625183
517,0.976825531,0.443189459,0.22899172,,0.008502327,0.57462,,0.201003919,0.521764728,0.002658147
518,0.943994204,0.51219269,0.23826811,,0.008276336,0.55938,,0.192865904,0.523104668,0.002713631
519,0.897537827,0.580952331,0.24903002,,0.008276336,0.54687,,0.187333691,0.526394718,0.002972496
520,0.841560838,0.647161728,0.256341329,,0.008276336,0.53886,,0.179308274,0.525275873,0.003272566
521,0.776019392,0.715293194,0.266648615,,0.008276336,0.52091,,0.173123717,0.526295213,0.003879228
522,0.706165651,0.780843237,0.275537731,,0.008276336,0.51179,,0.166821192,0.527372754,0.004258976
523,0.633284901,0.838011056,0.287598047,,0.008276336,0.49944,,0.16018451,0.532205176,0.004973521
524,0.561833294,0.890265724,0.298616447,,0.008047986,0.49108,,0.155227308,0.536183693,0.005713361
525,0.491540238,0.931190276,0.310291808,,0.008276336,0.47356,,0.149185546,0.54523108,0.006480305
526,0.425619538,0.966095643,0.320162449,,0.008047986,0.45964,,0.144250104,0.553089605,0.007475353
527,0.365517639,0.987359711,0.332071538,,0.008047986,0.44513,,0.139002588,0.559579034,0.009611759
528,0.310369161,0.998987175,0.347215405,,0.008047986,0.43034,,0.133850699,0.571243241,0.011060107
529,0.261784992,0.999998031,0.358170299,,0.008047986,0.41571,,0.129078575,0.586603798,0.013416025
530,0.21950532,1,0.371838941,,0.008047986,0.39715,,0.123053192,0.599248582,0.016087128
531,0.181757521,0.983227675,0.382856472,,0.008047986,0.386,,0.118271328,0.619113561,0.019621335
532,0.149665711,0.962196628,0.397058034,,0.008047986,0.36753,,0.114399139,0.63596337,0.022278204
533,0.123370065,0.941308021,0.411897199,,0.008047986,0.35332,,0.109732015,0.6562701,0.026999999
534,0.100841343,0.909538275,0.423883061,,0.008047986,0.33579,,0.105641505,0.67953932,0.031731886
535,0.082135617,0.878258204,0.43879349,,0.008047986,0.32147,,0.100448744,0.701190739,0.038622787
536,0.067486293,0.846749049,0.45379106,,0.008047986,0.3094,,0.096966144,0.726128784,0.045647661
537,0.055209875,0.812557845,0.466303533,,0.008047986,0.29364,,0.092889302,0.750858653,0.055127387
538,0.045062844,0.778205167,0.480243529,,0.008047986,0.27889,,0.088934921,0.780846019,0.066690065
539,0.036720045,0.743022143,0.494248046,,0.008047986,0.26483,,0.086280385,0.812320539,0.080893746
540,0.030690892,0.710146364,0.504726351,,0.008047986,0.25252,,0.082634225,0.839563307,0.09546889
541,0.025686693,0.681093457,0.518911746,,0.008047986,0.24033,,0.078828332,0.864161866,0.116670165
542,0.021496622,0.650403686,0.529223961,,0.007819637,0.22842,,0.075354853,0.893453475,0.139341206
543,0.018387703,0.620525094,0.540348714,,0.008047986,0.21769,,0.072887524,0.918235913,0.166280874
544,0.015188639,0.59485829,0.552029657,,0.008047986,0.20516,,0.069910421,0.9439796,0.197162128
545,0.012585759,0.567581929,0.563685951,,0.008047986,0.19642,,0.067033245,0.965340457,0.231779693
546,0.010700707,0.546573725,0.57035074,,0.008047986,0.18694,,0.064291266,0.979278687,0.272893868
547,0.009235582,0.521916333,0.581743728,,0.008047986,0.17945,,0.061599,0.994615279,0.324433724
548,0.008081655,0.502708765,0.589533948,,0.008047986,0.17146,,0.059291427,1,0.372485558
549,0.007263075,0.483992774,0.597700567,,0.008047986,0.16324,,0.05664281,0.999894974,0.421983317
550,0.006311796,0.465629205,0.602658941,,0.008047986,0.15627,,0.054805861,0.990647805,0.480147982
551,0.004775207,0.452176621,0.611120693,,0.008047986,0.14906,,0.052585661,0.975633471,0.532029598
552,0.004610216,0.436949592,0.614252817,,0.008047986,0.14196,,0.050535628,0.953739199,0.580686553
553,0.00323851,0.423846739,0.621906236,,0.008276336,0.13758,,0.048920421,0.927076781,0.630791634
554,0.002903368,0.415207993,0.628152577,,0.007819637,0.13114,,0.046914565,0.891699945,0.683077413
555,0.001941104,0.400877016,0.633618062,,0.007591288,0.12484,,0.04489103,0.850038211,0.73424325
556,0.001577081,0.392874716,0.639285086,,0.007819637,0.12178,,0.043453738,0.804055824,0.783651988
557,0.001274671,0.385713198,0.647452286,,0.007591288,0.11595,,0.041750249,0.754880904,0.832735316
558,0.001115794,0.376438992,0.655777382,,0.007591288,0.11063,,0.039993022,0.697514489,0.877613785
559,0.001405436,0.371791289,0.660889811,,0.007591288,0.10726,,0.038718467,0.642282725,0.917686111
560,0.001968607,0.363237416,0.66660635,,0.007591288,0.10229,,0.037166043,0.588366163,0.945547847
561,0.001772283,0.355310996,0.676171928,,0.007591288,0.09928,,0.035585999,0.531934493,0.967970468
562,0.001189217,0.347711266,0.685275777,,0.007591288,0.09451,,0.034264798,0.481131721,0.980947251
563,0.001728733,0.342000194,0.693829236,,0.007591288,0.08999,,0.033021726,0.427392853,0.992676511
564,0.001287285,0.334803691,0.698835241,,0.007591288,0.08761,,0.031754337,0.383427389,1
565,0.002158753,0.327094932,0.713556962,,0.007591288,0.08358,,0.030350477,0.344786899,0.998055296
566,0.002003254,0.318134551,0.723104126,,0.007591288,0.08048,,0.029476009,0.306239067,0.994346662
567,0.001210185,0.310925576,0.736226147,,0.007591288,0.07712,,0.028186347,0.262982061,0.980300485
568,0.00060135,0.301833324,0.74286549,,0.007591288,0.0743,,0.027034172,0.222595661,0.963459282
569,0.000854287,0.293802405,0.759858372,,0.007591288,0.06987,,0.026082332,0.191418771,0.939053572
570,0.00128626,0.288009744,0.77191499,,0.007591288,0.06856,,0.024838243,0.163793777,0.917869
571,0.001246882,0.277397533,0.786172736,,0.007591288,0.06356,,0.024003388,0.141641192,0.891981185
572,0.00086646,0.270760675,0.799987531,,0.007591288,0.06136,,0.023020998,0.121436728,0.8704872
573,0.001046752,0.260215089,0.820679166,,0.007591288,0.05943,,0.022248693,0.102951778,0.846268125
574,0.000696495,0.250364236,0.829222258,,0.007591288,0.05668,,0.02125044,0.088513597,0.822295224
575,0.001430393,0.242660467,0.845081806,,0.007591288,0.05381,,0.0203384,0.074679952,0.801538479
576,0.001744235,0.236181211,0.862496905,,0.007591288,0.05231,,0.019581937,0.063842481,0.778805036
577,0.001651739,0.223054464,0.877380148,,0.007591288,0.04854,,0.018909317,0.054113252,0.76007373
578,0.001272069,0.215298642,0.897867199,,0.007591288,0.0476,,0.018279231,0.046842697,0.734553985
579,0.001772519,0.208634216,0.915659931,,0.007591288,0.04615,,0.01756407,0.039557675,0.713420754
580,0.001807195,0.199455057,0.926421115,,0.007591288,0.0438,,0.016831521,0.033112752,0.688513797
581,0.001547859,0.191103815,0.941141097,,0.007591288,0.04123,,0.015932435,0.028684864,0.665862807
582,0.001487645,0.184410441,0.95573015,,0.007591288,0.03895,,0.015440967,0.024039634,0.641515799
583,0.000993282,0.175553969,0.965505749,,0.007819637,0.03778,,0.014913123,0.020719546,0.625654527
584,0.001003605,0.167348644,0.973701005,0.052448721,0.007591288,0.036,,0.014361077,0.017581128,0.608625235
585,0.00140926,0.160918487,0.989263102,0.058879275,0.007591288,0.03418,,0.0136793,0.015407824,0.594859473
586,0.001140346,0.154255242,0.994410691,0.066727491,0.007591288,0.03243,,0.01320907,0.013205366,0.581464469
587,0.001574873,0.147513033,1.001188067,0.074070409,0.007591288,0.03072,,0.012766736,0.011017816,0.568690274
588,0.002276862,0.141776231,0.999755833,0.08544955,0.007591288,0.02891,,0.012298218,0.009804327,0.55889686
589,0.001458427,0.135241247,0.999058492,0.095329906,0.007591288,0.02819,,0.011744085,0.008612814,0.548359154
590,0.001611156,0.130321859,0.99980687,0.105709181,0.007591288,0.02699,,0.011266032,0.007340903,0.534216112
591,0.001705342,0.124057377,0.992143084,0.117083755,0.007591288,0.02537,,0.010784427,0.006121119,0.524443278
592,0.00169836,0.119218989,0.986590459,0.129090423,0.007591288,0.02447,,0.010532197,0.005502226,0.518239158
593,0.001823055,0.114001728,0.974675281,0.14504777,0.007591288,0.02358,,0.010183093,0.00464788,0.504404956
594,0.00193116,0.109459376,0.962356662,0.158713295,0.007591288,0.0222,,0.009673473,0.004197405,0.495014603
595,0.001938736,0.106189784,0.94923783,0.173012726,0.007591288,0.02092,,0.009211669,0.003667194,0.489852773
596,0.00107477,0.100772648,0.930396369,0.190289575,0.007591288,0.01998,,0.008905476,0.003130025,0.485486487
597,0.000646243,0.097169998,0.91019633,0.205880888,0,0.01963,,0.008632824,0.002453373,0.479665552
598,0.000962825,0.093504072,0.883035211,0.224103087,0.000229793,0.01857,,0.008326935,0.002463092,0.480643325
