Name,mCitrine/Ypet,mCitrine/Ypet,mPlum,mPlum,mTFP1,mTFP1,mTagBFP,mTagBFP,tdTomato,tdTomato
Spectrum Type,Ab,Em,Ab,Em,Ab,Em,Ab,Em,Ab,Em
Quantum Yield,,,,,,,,,,
Extinction Coefficient,,,,,,,,,,
594,0.00193116,0.109459376,0.962356662,0.158713295,0.007591288,0.0222,,0.009673473,0.027164935,0.869258978
595,0.001938736,0.106189784,0.94923783,0.173012726,0.007591288,0.02092,,0.009211669,0.023380285,0.856186178
596,0.00107477,0.100772648,0.930396369,0.190289575,0.007591288,0.01998,,0.008905476,0.020600755,0.84312078
597,0.000646243,0.097169998,0.91019633,0.205880888,0,0.01963,,0.008632824,0.01790912,0.827776452
598,0.000962825,0.093504072,0.883035211,0.224103087,0.000229793,0.01857,,0.008326935,0.015793311,0.815922388
599,0.001087262,0.089246007,0.861183565,0.241892121,,0.01757,,0.007963555,0.013337508,0.802405348
600,0.001716347,0.087135419,0.829830645,0.258526653,,0.01699,,0.007738331,0.011684466,0.792581967
601,0.000947656,0.083592305,0.806329929,0.279604548,,,,0.007386451,0.009999005,0.780407343
602,0.001227922,0.080986989,0.771909625,0.298339004,,,,0.007089412,0.00864558,0.770228763
603,0.000672393,0.079411498,0.743552319,0.318883617,,,,0.00680173,0.007557363,0.756292205
604,0.001773663,0.074251868,0.70718484,0.339684794,,,,0.006579515,0.006680516,0.746689389
605,0.000523582,0.07187859,0.676437698,0.358171024,,,,0.00630682,0.0057661,0.737209217
606,0.001418644,0.071506345,0.644703884,0.378082455,,,,0.006118319,0.004992129,0.729117571
607,0.001596445,0.067386387,0.613629205,0.394252215,,,,0.005900316,0.004460895,0.715958988
608,0.001934711,0.065175554,0.575533563,0.419107522,,,,0.005667534,0.003881207,0.705906382
609,0.002060358,0.064520854,0.542049691,0.437561635,,,,0.005562758,0.00329555,0.696077228
610,0.002753975,0.062233919,0.516027486,0.454432651,,,,0.005275492,0.003015946,0.689160944
611,0.002031667,0.059566113,0.482040781,0.477723853,,,,0.00507224,0.002547912,0.679217585
612,0.002361905,0.057245071,0.454391255,0.498827991,,,,0.004889691,0.002242093,0.67283732
613,0.002275994,0.056227763,0.423913437,0.516950072,,,,0.00474503,0.001948562,0.661279095
614,0.002864011,0.053786698,0.395915567,0.535539029,,,,0.004598782,0.001633964,0.652003427
615,0.002328028,0.05303829,0.372513445,0.556290111,,,,0.004330859,0.00153811,0.642292031
616,0.002182673,0.051812175,0.347272169,0.57718865,,,,0.004119442,0.001295725,0.631997395
617,0.002214371,0.050591219,0.322129053,0.597678311,,,,0.004110129,0.001090418,0.623895535
618,0.002220016,0.047774365,0.296937581,0.620420427,,,,0.0039611,0.001047032,0.615682726
619,0.002487514,0.046380494,0.27834326,0.63685139,,,,0.003809067,0.00081161,0.602233411
620,0.002161911,0.045011723,0.255236053,0.65608955,,,,0.003674731,0.000722217,0.591712066
621,0.002464017,0.043700742,0.237885766,0.674642114,,,,0.003519562,0.000563841,0.584160287
622,0.001130178,0.042633955,0.220122613,0.697892211,,,,0.003317594,0.000595371,0.575788272
623,0.002337504,0.040857356,0.202304145,0.716819507,,,,0.00322301,0.000510308,0.561762896
624,0.001152288,0.039880456,0.187903654,0.734691694,,,,0.003144337,0.000422085,0.552056089
625,0.001714769,0.03983527,0.171489945,0.744415893,,,,0.00299716,0.000425772,0.540924266
626,0.001676272,0.037017917,0.160946321,0.767840488,,,,0.002888649,0.000345004,0.533388919
627,0.001676667,0.035366015,0.14620981,0.787457658,,,,0.002792736,0.000271434,0.521582373
628,0.001927806,0.035520879,0.134149713,0.808807558,,,,0.002664427,0.000302238,0.507538937
629,0.001817374,0.033930508,0.12345653,0.81912985,,,,0.002582727,0.000235761,0.498710691
630,0.002083801,0.032407182,0.113232179,0.835032244,,,,0.002564216,0.00017462,0.490699722
631,0.002351402,0.031847476,,0.852593568,,,,0.002419047,,0.477484369
632,0.003028606,0.030337652,,0.866012026,,,,0.002319727,,0.465528756
633,0.002192541,0.02956889,,0.8804695,,,,0.002246586,,0.455839268
634,0.002125598,0.028013249,,0.893809155,,,,0.002138248,,0.442868314
635,0.001588834,0.027632071,,0.906691794,,,,0.002078975,,0.434381797
636,0.002279073,0.027341903,,0.915037044,,,,0.002028776,,0.423997158
637,0.001001714,0.026331494,,0.931232322,,,,0.001952851,,0.412179583
638,0.000671881,0.025455095,,0.938133884,,,,0.001905177,,0.402144519
639,0.00081454,0.023695806,,0.948836056,,,,0.001805374,,0.393432551
640,0.001470335,0.023398838,,0.963323253,,,,0.001733793,,0.382416044
641,0.001361201,0.021595846,,0.967299159,,,,0.001680946,,0.373312979
642,0.001825658,0.021661026,,0.977200829,,,,0.001619164,,0.36217183
643,0.001365774,0.021275654,,0.986833393,,,,0.001609097,,0.35488399
644,0.001924689,0.020910558,,0.990598989,,,,0.001572105,,0.347543674
645,0.00167572,0.02029135,,0.997002139,,,,0.001481472,,0.336198317
646,0.00141202,0.019282772,,0.998606696,,,,0.001407847,,0.326844932
647,0.001808773,0.018528496,,0.998462502,,,,0.001443446,,0.316971813
648,0.001773584,0.017903709,,0.992525791,,,,0.001354637,,0.307946539
649,0.001861481,0.017249744,,0.99835064,,,,0.001295966,,0.29960709
650,0.00246615,0.016243687,,1.002415064,,,,0.001319501,,0.290584406
651,0.001848383,0.016554276,,0.996718099,,,,,,0.285558325
652,0.002889775,0.016631337,,1,,,,,,0.273654893
653,0.001959373,0.015844964,,0.996131823,,,,,,0.267825302
654,0.002463977,0.015027385,,0.99080756,,,,,,0.26013023
655,0.002139294,0.014598132,,0.988452087,,,,,,0.251835042
656,0.002608368,0.014561223,,0.97407117,,,,,,0.243070598
657,0.002322777,0.013829771,,0.964917516,,,,,,0.234838841
658,0.002818572,0.013391473,,0.950814331,,,,,,0.227193507
659,0.002484078,0.013330047,,0.950115106,,,,,,0.222740008
660,0.001552828,0.013105486,,0.942711943,,,,,,0.216576683
661,0.00175749,0.012318496,,0.928143044,,,,,,0.209729234
662,0.002526809,0.011781121,,0.921480719,,,,,,0.204087493
663,0.002079696,0.012063366,,0.908294974,,,,,,0.199208555
664,0.002393413,0.011418289,,0.899201274,,,,,,0.194059978
665,0.002252031,0.01134323,,0.887625233,,,,,,0.188011228
666,0.002550347,0.011192481,,0.878790634,,,,,,0.183422947
667,0.002301063,0.011372197,,0.865964686,,,,,,0.17839694
668,0.001954086,0.010658684,,0.855178056,,,,,,0.170920213
669,0.001437056,0.010809328,,0.843909689,,,,,,0.167634009
670,0.003029476,0.010617488,,0.834294959,,,,,,0.16336281
671,0.001770192,0.010107794,,0.817197465,,,,,,0.159780471
672,0.002839829,0.009533057,,0.811619176,,,,,,0.153141745
673,0.002597071,0.009382564,,0.80056083,,,,,,0.150128213
674,0.00346074,0.009694656,,0.787569084,,,,,,0.145909786
675,0.003225858,0.009574456,,0.771838361,,,,,,0.141949969
676,0.001532362,0.009504228,,0.764596648,,,,,,0.138971077
677,0.000686137,0.008875036,,0.747459354,,,,,,0.134966998
678,0.000494682,0.008760488,,0.736579784,,,,,,0.130882392
679,0.001242822,0.00927884,,0.720813465,,,,,,0.128135537
680,0.000315249,0.009204417,,0.710831469,,,,,,0.122766099
681,0.001429565,0.0095989,,0.701055,,,,,,0.118659583
682,0.0001,0.008303456,,0.686776883,,,,,,0.116790624
683,0.000665698,0.008096953,,0.675384184,,,,,,0.113825202
684,0.000950257,0.00850138,,0.658338526,,,,,,0.110360029
685,0.00083723,0.008443571,,0.649918822,,,,,,0.106695163
686,0.001187995,0.008585104,,0.632318641,,,,,,0.103933653
687,0.000529764,0.008227911,,0.629050587,,,,,,0.102048484
688,0.001181453,0.007605611,,0.613029516,,,,,,0.098439573
689,0.000622851,0.008119185,,0.603792419,,,,,,0.096329027
690,0.001218975,0.007664208,,0.590870777,,,,,,0.093432588
691,0.000350872,0.007428508,,0.585549341,,,,,,0.090715487
692,0.00034788,0.008150239,,0.573460173,,,,,,0.088030879
693,0.000259043,0.007878293,,0.567308511,,,,,,0.085564912
694,0.0001,0.007528333,,0.55747506,,,,,,0.082256282
695,0.000395275,0.007233912,,0.545679864,,,,,,0.081315695
696,0.00138182,0.006874448,,0.534907007,,,,,,0.078985177
697,0.001590805,0.007393837,,0.522867933,,,,,,0.074955341
698,0.002218081,0.007041738,,0.517494953,,,,,,0.074449595
699,0.001536187,0.007089944,,0.501811425,,,,,,0.072801201
700,0.002179634,0.007008124,,0.50058392,,,,,,0.069281404
701,,,,0.4883797,,,,,,
702,,,,0.483368693,,,,,,
703,,,,0.474050038,,,,,,
704,,,,0.465879503,,,,,,
705,,,,0.459746546,,,,,,
706,,,,0.450509739,,,,,,
707,,,,0.442538206,,,,,,
708,,,,0.435325201,,,,,,
709,,,,0.428894865,,,,,,
710,,,,0.423566398,,,,,,
711,,,,0.413362781,,,,,,
712,,,,0.406277442,,,,,,
713,,,,0.404004253,,,,,,
714,,,,0.395949567,,,,,,
715,,,,0.385342292,,,,,,
716,,,,0.382739028,,,,,,
717,,,,0.376906567,,,,,,
718,,,,0.36889915,,,,,,
719,,,,0.364692053,,,,,,
720,,,,0.354253694,,,,,,
721,,,,0.348551799,,,,,,
722,,,,0.343600384,,,,,,
723,,,,0.336734853,,,,,,
724,,,,0.333133679,,,,,,
725,,,,0.325375938,,,,,,
726,,,,0.317862291,,,,,,
727,,,,0.313398631,,,,,,
728,,,,0.309807679,,,,,,
729,,,,0.304760786,,,,,,
730,,,,0.293059979,,,,,,
731,,,,0.293182788,,,,,,
732,,,,0.28573707,,,,,,
733,,,,0.285284694,,,,,,
734,,,,0.275786973,,,,,,
735,,,,0.272468606,,,,,,
736,,,,0.265194922,,,,,,
737,,,,0.26273665,,,,,,
738,,,,0.2591051,,,,,,
739,,,,0.251679392,,,,,,
740,,,,0.246441109,,,,,,
741,,,,0.244703812,,,,,,
742,,,,0.237845893,,,,,,
743,,,,0.231912372,,,,,,
744,,,,0.227610088,,,,,,
745,,,,0.220942689,,,,,,
746,,,,0.217679637,,,,,,
747,,,,0.211792007,,,,,,
748,,,,0.210372387,,,,,,
749,,,,0.21027517,,,,,,
750,,,,0.202491113,,,,,,
751,,,,0.201416502,,,,,,
752,,,,0.191796553,,,,,,
753,,,,0.185099358,,,,,,
754,,,,0.18737639,,,,,,
755,,,,0.179990626,,,,,,
756,,,,0.175236836,,,,,,
757,,,,0.171197568,,,,,,
758,,,,0.169285989,,,,,,
759,,,,0.168901324,,,,,,
760,,,,0.164517627,,,,,,
761,,,,0.159572809,,,,,,
762,,,,0.155173815,,,,,,
763,,,,0.152924622,,,,,,
764,,,,0.151662754,,,,,,
765,,,,0.146686545,,,,,,
766,,,,0.145154629,,,,,,
767,,,,0.141148346,,,,,,
768,,,,0.138071102,,,,,,
769,,,,0.138403642,,,,,,
770,,,,0.133141943,,,,,,
771,,,,0.12929305,,,,,,
772,,,,0.127335001,,,,,,
773,,,,0.124676785,,,,,,
774,,,,0.121623174,,,,,,
775,,,,0.11832025,,,,,,
776,,,,0.114363917,,,,,,
777,,,,0.116518793,,,,,,
778,,,,0.108343909,,,,,,
779,,,,0.106917547,,,,,,
780,,,,0.106224339,,,,,,
781,,,,0.103406341,,,,,,
782,,,,0.103672836,,,,,,
783,,,,0.100433998,,,,,,
784,,,,0.096456424,,,,,,
785,,,,0.096262714,,,,,,
786,,,,0.094019756,,,,,,
787,,,,0.095000774,,,,,,
788,,,,0.09214399,,,,,,
789,,,,0.086189156,,,,,,
790,,,,0.08522474,,,,,,
791,,,,0.084457441,,,,,,
792,,,,0.085498848,,,,,,
793,,,,0.08390212,,,,,,
794,,,,0.080050979,,,,,,
795,,,,0.079709522,,,,,,
796,,,,0.079414318,,,,,,
797,,,,0.077692244,,,,,,
798,,,,0.078086623,,,,,,
799,,,,0.075723031,,,,,,
800,,,,0.071962801,,,,,,
801,,,,,,,,,,
802,,,,,,,,,,
803,,,,,,,,,,
804,,,,,,,,,,
805,,,,,,,,,,
806,,,,,,,,,,
807,,,,,,,,,,
808,,,,,,,,,,
809,,,,,,,,,,
810,,,,,,,,,,
811,,,,,,,,,,
812,,,,,,,,,,
813,,,,,,,,,,
814,,,,,,,,,,
815,,,,,,,,,,
816,,,,,,,,,,
817,,,,,,,,,,
818,,,,,,,,,,
819,,,,,,,,,,
820,,,,,,,,,,
821,,,,,,,,,,
822,,,,,,,,,,
823,,,,,,,,,,
824,,,,,,,,,,
825,,,,,,,,,,
826,,,,,,,,,,
827,,,,,,,,,,
828,,,,,,,,,,
829,,,,,,,,,,
830,,,,,,,,,,
831,,,,,,,,,,
832,,,,,,,,,,
833,,,,,,,,,,
834,,,,,,,,,,
835,,,,,,,,,,
836,,,,,,,,,,
837,,,,,,,,,,
838,,,,,,,,,,
839,,,,,,,,,,
840,,,,,,,,,,
841,,,,,,,,,,
842,,,,,,,,,,
843,,,,,,,,,,
844,,,,,,,,,,
845,,,,,,,,,,
846,,,,,,,,,,
847,,,,,,,,,,
848,,,,,,,,,,
849,,,,,,,,,,
850,,,,,,,,,,
851,,,,,,,,,,
852,,,,,,,,,,
853,,,,,,,,,,
854,,,,,,,,,,
855,,,,,,,,,,
856,,,,,,,,,,
857,,,,,,,,,,
858,,,,,,,,,,
859,,,,,,,,,,
860,,,,,,,,,,
861,,,,,,,,,,
862,,,,,,,,,,
863,,,,,,,,,,
864,,,,,,,,,,
865,,,,,,,,,,
866,,,,,,,,,,
867,,,,,,,,,,
868,,,,,,,,,,
869,,,,,,,,,,
870,,,,,,,,,,
871,,,,,,,,,,
872,,,,,,,,,,
873,,,,,,,,,,
874,,,,,,,,,,
875,,,,,,,,,,
876,,,,,,,,,,
877,,,,,,,,,,
878,,,,,,,,,,
879,,,,,,,,,,
880,,,,,,,,,,
881,,,,,,,,,,
882,,,,,,,,,,
883,,,,,,,,,,
884,,,,,,,,,,
885,,,,,,,,,,
886,,,,,,,,,,
887,,,,,,,,,,
888,,,,,,,,,,
889,,,,,,,,,,
890,,,,,,,,,,
891,,,,,,,,,,
892,,,,,,,,,,
893,,,,,,,,,,
894,,,,,,,,,,
895,,,,,,,,,,
896,,,,,,,,,,
897,,,,,,,,,,
898,,,,,,,,,,
899,,,,,,,,,,
900,,,,,,,,,,
